Zip_Code,new_primary_key,Q25_Sold_Info_Loan_Type,Q25_Sold_Info_Loan_Type_TEXT,Q4_Solar_Panels__KW,Q5_Solar_Panels_Ownership,Q6_Prepaid_or_Zerodown,Q7_Lease_Payment_Monthly,Q8_Solar_Installer_Name,Q9_Prepay_Stipulation,Q10_1_Matrix_Good_Environment,Q10_2_Matrix_Climate_Change_Concern,Q10_3_Matrix_Cleaner_Energy,Q10_4_Matrix_Lower_Electric_Bills,Q10_5_Matrix_Net_Metering_Profit,Q10_6_Matrix_Rent_Property,Q10_7_Matrix_Social_Network,Q10_8_Matrix_Maintenance_Repair,Q10_9_Matrix_Add_Value_to_Home,Q10_10_Matrix_Go_Off_Grid,Q18_Storage_Familiar,Q19_1_Storage_Usage_Backup,Q19_2_Storage_Usage_LoadShifting,Q19_3_Storage_Usage_OffGrid,Q26_Storage_Influence_HomePurchase,Q20_Storage_Likelyhood_to_Buy_Batteries,Q14_Demographics_Gender,Q13_Demographics_Age,Q17_Demographics_Income_Range,Q17_Income_Range_Holder,Q15_Demographics_Race_Ethnicity,Q15_Other_TEXT_Demographics_Race_Ethnicity,Q16_Demographics_Education,Q11_Qual_Question_1,Q12_Qual_Question_2
85286,1847,a) Conventional,,,b) Owned solar,c) System is owned,,Palo Verde Electric,,Very positive,Somewhat positive,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,d) Vaguely familiar,2,1,3,b) No influence,a) Very Unlikely,Female,43,"$100,000 or more",100,White,,Graduate degree,Not quite. I thought we would generate more energy. ,
85018,1849,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Very positive,Neutral,Very positive,Neutral,,3,2,1,c) More likely to buy,e) Very Likely,Male,60,"$100,000 or more",100,White,,Bachelor degree,"Not really. Electric bills still too high, need more solar",It's great
85008,1862,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,75,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,,,,b) No influence,c) Undecided,Female,33,"$100,000 or more",100,White,,Graduate degree,It's cool - we like it.,
85383,1863,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,Solar City,c) I don't know,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Very negative,Very positive,Very positive,Very positive,Very negative,c) A Little familiar,1,2,3,b) No influence,c) Undecided,Male,62,"$60,000 â€“ $69,999",60,White,,Graduate degree,Yes.,
85383,1867,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,,,Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,b) Unlikely,Male,52,"$100,000 or more",100,White,,Bachelor degree,No. Previous owner said their bill averaged $10 per month and ours has been much higher.,"It was not a primary driver on decision to get this house, but once we liked the house, solar was a great benefit especially 18 years of paid lease."
85012,1873,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,63,Solar City,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Somewhat positive,Somewhat negative,Somewhat positive,Neutral,,,1,,b) No influence,c) Undecided,Female,43,"$100,000 or more",100,White,,Trade/technical/vocational training,Not sure since we do not know what electric bill was before installed,Feel like they should have installed more panels for the size of this house.
85375,1877,d) Cash,,,b) Owned solar,c) System is owned,,Black Platinum,,Somewhat positive,Very negative,Very negative,Very positive,Very positive,Very negative,Neutral,Neutral,Very negative,Neutral,a) Very familiar,,,1,c) More likely to buy,d) Somewhat Likely,Male,70,"$60,000 â€“ $69,999",60,White,,Some college but no degree,Not sure,"I had a hard time to figure out the system, I tried to have the installer come over and I would have paid him for his time, but was too busy. And the owner of the system offered no help and was more toward just selling the house. And now I am not sure how the system is helping me - I only would hear how great it was, even now after one year, I could not explain other than my electric bill is around $25 per month. I would have liked to had a class for one or two hours, but could not find one."
85051,1879,a) Conventional,,5.5,a) Leased solar,a) Took over payments on the lease,93,NRG Home Solar,"a) Yes, this was a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Somewhat positive,Very positive,Somewhat positive,d) Vaguely familiar,1,2,3,b) No influence,b) Unlikely,Male,55,"$60,000 â€“ $69,999",60,White,,Bachelor degree,"There is cost savings with the solar system even with, taking into account, the lease payment. Although I did anticipate greater cost savings.  / My electric bill for August  = $171 + 92 (lease payment) = $263 / Cost savings for August (with solar) $123. If no solar system, August electic = ~ $294  / $30 monthly savings",
85225,1882,b) FHA,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,b) Somewhat familiar,3,1,2,b) No influence,c) Undecided,Male,29,"$60,000 â€“ $69,999",60,White,,Bachelor degree,,
85234,1884,c) VA,,4.2,b) Owned solar,c) System is owned,,AZ Solar Concepts,,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Somewhat negative,Somewhat positive,Somewhat positive,e) Never heard of it,3,2,1,b) No influence,c) Undecided,Female,65,"$70,000 â€“ $79,999",70,Black or African American,,Some college but no degree,Energy costs are more expensive than what I expected.,
85383,1888,a) Conventional,,9.3,b) Owned solar,c) System is owned,,American Solar Electric,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,d) Vaguely familiar,1,1,3,b) No influence,a) Very Unlikely,Male,64,"$70,000 â€“ $79,999",70,White,,Bachelor degree,yes,none
85310,1893,d) Cash,,12,a) Leased solar,a) Took over payments on the lease,130,Solar City,"b) No, this was not a stipulation",Somewhat positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,a) Very familiar,1,2,3,b) No influence,c) Undecided,Male,,,,,,Bachelor degree,"It hasn't been quite a year yet but so far, the system has exceeded expectations by producing more power than we have consumed.",
85351,1894,d) Cash,,,a) Leased solar,a) Took over payments on the lease,82.17,,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat negative,Very positive,Neutral,e) Never heard of it,1,,,b) No influence,c) Undecided,Female,76,"$50,000 â€“ $59,999",50,White,,Graduate degree,Yes so far,Hoping at our age this would help with electrical bills.  / Looking forward to the drawing. When will it be?  / Thank you.
85395,1895,d) Cash,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,b) Somewhat familiar,1,,,,c) Undecided,Male,67,"$90,000 â€“ $99,999",90,White,,Bachelor degree,,
85351,1896,e) Other,,,b) Owned solar,c) System is owned,,American Solar,,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,a) Very familiar,,,,a) Less likely to buy,a) Very Unlikely,,,,,,,Graduate degree,It has lived up to my expectations as my expectations were quite low.,"Regardless of what your professors claim, there is no real evidence that man can have a REAL (emphasis added by respondent) long term effect on the environment. It is questionable that the manufacturing of the solar panels and equipment doesn't offset the good it does. Disposing of old batteries is another issue. Solar still has a LONG (emphasis added by respondent) way to go. My interest in it is to create competition for the big oil not destroy big oil. competition is good - destruction of oil would be bad."
85379,1898,b) FHA,,2.53,a) Leased solar,a) Took over payments on the lease,59,Enpower Solarenergylease.com,c) I don't know,Somewhat positive,Neutral,Very positive,Very positive,Very positive,Somewhat negative,Neutral,Somewhat negative,Somewhat positive,Very positive,b) Somewhat familiar,3,2,1,c) More likely to buy,d) Somewhat Likely,Female,31,"$40,000 â€“ $49,999",40,White,,Associate degree,"They have not, I was understanding they would cover more energy than they have, but come to find out the system leased is a very small system and was not made aware of this. 
No, when I bought property I was under the impression this would cover more than 50% of my electrical use. It has not, now I am looking into upgrading. ","Make sure you research solar and panels because it can be very costly for little to no discounts on electric bill.
It was a hassle transferring ownership and the company did not communicate well with me about monthly payments and were demanding auto pay, which I refused. Would have liked to have had more info regarding solar input and KW per month. Should have done my research first. "
85388,1906,c) VA,,,a) Leased solar,b) Lease was pre-paid,,Solar City,c) I don't know,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,c) A Little familiar,,1,,,c) Undecided,Male,68,"$100,000 or more",100,White,,Trade/technical/vocational training,Yes,
85248,1910,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,1,3,2,b) No influence,c) Undecided,Male,65,,,Prefer not to answer,,Bachelor degree,,
85307,1918,a) Conventional,,4,a) Leased solar,a) Took over payments on the lease,77,Solar City,"b) No, this was not a stipulation",Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat positive,a) Very familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,30,"$70,000 â€“ $79,999",70,White,,Graduate degree,"No, payments will ultimately become much more expensive",I would look for a home without a lease on panels and buy a system. 
85340,1921,b) FHA,,7,b) Owned solar,c) System is owned,,,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,d) Vaguely familiar,2,1,3,b) No influence,b) Unlikely,Female,38,"$100,000 or more",100,White,,Some college but no degree,Yes - lower bills,nothing
85224,1925,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,a) Very familiar,2,1,3,b) No influence,b) Unlikely,Male,52,"$100,000 or more",100,White,,Graduate degree,No. Savings much smaller than expected. I guess panels are early versions and are not as effective as current panels. ,
85234,1964,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Very positive,Very positive,Neutral,Neutral,Very positive,Neutral,Somewhat positive,Very positive,b) Somewhat familiar,3,2,1,c) More likely to buy,c) Undecided,Female,43,"$100,000 or more",100,White,,Graduate degree,Yes  / - lower electric bill / - seamless transition to backup wh when needed.,
85022,1973,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,b) No influence,b) Unlikely,Female,36,"$70,000 â€“ $79,999",70,Other or multiple race/ethnicity,Black or African American and Native Hawaiian or other Pacific Islander,Bachelor degree,"Yes, knowing I'm using a cleaner energy source. I've only been here less than a year so hard to determine cost savings",The info asked earlier was never described in the home buying process. 
85383,1978,a) Conventional,,7.931,b) Owned solar,c) System is owned,,American Solar Electric,,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Very positive,Very positive,Very positive,d) Vaguely familiar,2,1,3,c) More likely to buy,c) Undecided,Female,68,"$100,000 or more",100,White,,Graduate degree,Yes,Feel like we are having a lesser impact on the environment.
85396,1986,d) Cash,,,b) Owned solar,c) System is owned,,Solar Topps,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,71,"$100,000 or more",100,White,,Some college but no degree,Yes it has been economical,
85022,1990,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Male,57,"$100,000 or more",100,White,,Bachelor degree,,
85255,2000,a) Conventional,,8.5,a) Leased solar,b) Lease was pre-paid,,Solarcity,c) I don't know,Very positive,Neutral,Very positive,Very positive,Very positive,Somewhat positive,Somewhat negative,Somewhat negative,Neutral,Somewhat positive,b) Somewhat familiar,3,1,2,c) More likely to buy,d) Somewhat Likely,Male,41,"$100,000 or more",100,Asian,,Graduate degree,"Not really, thought I would see a bigger discount in electricity bill",would love to get more info about solar batteries.
85396,2005,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,131.57,Sunpower,c) I don't know,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Female,49,"$100,000 or more",100,White,,Associate degree,"Yes - electricity bill very low, even with pool running",I had my doubts but am very satisfied and happy it is there. 
85395,2007,a) Conventional,,6,b) Owned solar,c) System is owned,,American Solar,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,b) Somewhat familiar,2,1,3,c) More likely to buy,c) Undecided,Male,42,,,White,,Graduate degree,"Yes, I had solar in my previous house also so I knew what to expect. ",
85234,2012,b) FHA,,,a) Leased solar,a) Took over payments on the lease,91,Solar City,c) I don't know,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,c) A Little familiar,3,2,1,b) No influence,a) Very Unlikely,Male,27,"$100,000 or more",100,Hispanic or Latino,,"High school graduate, diploma or equivalent (for example: GED)",No. In order to purchase this house I HAD (emphasis added by respondent) to take over the lease. I didn't want to however I wanted the house. I expected to save more money with solar however the arrangement between Solar City and APS has led to low opinion of solar panels.,
85335,2014,d) Cash,,,a) Leased solar,a) Took over payments on the lease,154,Solar City,c) I don't know,Somewhat positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,e) Never heard of it,1,,,c) More likely to buy,c) Undecided,Male,81,"$30,000 â€“ $39,999",30,White,,"High school graduate, diploma or equivalent (for example: GED)",,Ask questions. Check with other users. 
85339,2016,a) Conventional,,3,a) Leased solar,b) Lease was pre-paid,,Solar City,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,,1,,c) More likely to buy,c) Undecided,Male,59,"$100,000 or more",100,White,,Some college but no degree,Yes. It has reduced our costs. ,
85041,2019,c) VA,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Somewhat positive,Somewhat negative,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,3,1,2,b) No influence,b) Unlikely,Female,25,"$90,000 â€“ $99,999",90,White,,Graduate degree,Yes but we did not expect needing to clean them. ,The solar panels were completely paid for by the previous owner so we are lacking in information. 
85260,2039,b) FHA,,12.2,a) Leased solar,a) Took over payments on the lease,178,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,a) Very familiar,2,1,3,c) More likely to buy,e) Very Likely,Male,64,"$40,000 â€“ $49,999",40,White,,Associate degree,Yes - producing as specified - using extra to power Nissan Leaf EV,It's a no brainer! We should have solar power on all homes and businesses. 
85351,2043,a) Conventional,,5,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Very positive,Neutral,c) A Little familiar,,1,,c) More likely to buy,b) Unlikely,Male,69,"$100,000 or more",100,White,,Graduate degree,The $ savings have surpassed my expectations.,"1) I am pleased with the solar system savings. / 2) Need to keep the utilities from any scams (they will, if we let them) / 3) I have not needed any maintenance on the system. Concerned with any repair costs that it may need in the future. "
85396,2068,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,75,SunPower,"b) No, this was not a stipulation",Somewhat positive,Neutral,Neutral,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,3,1,2,c) More likely to buy,d) Somewhat Likely,Male,75,"$90,000 â€“ $99,999",90,White,,"High school graduate, diploma or equivalent (for example: GED)","So far, until the electric company charge too much for having solar. ",
85249,2072,d) Cash,,5,b) Owned solar,c) System is owned,,Sun Valley Solar Solutions,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,2,1,3,b) No influence,c) Undecided,Male,58,,,White,,Some college but no degree,"Yes, our bills are very minimal. We did not hav eto purchase the system, so I don't know what the return on the investment is. How long it would take to recoup the cost...","I think as a country we should be doing all we can to increase solar, wind and whatever else we can to get off fossil fuels."
85338,2078,c) VA,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,c) A Little familiar,2,1,3,b) No influence,c) Undecided,Male,67,"$50,000 â€“ $59,999",50,White,,Some college but no degree,It was installed when we bought the home. We had no expectations.,We moved here from south central Alaska. Solar is not in common use there. Therefore it is expensive and lacking in experienced providers. The high latitude and high percentage of overcast days make using solar a serious challenge. 
85266,2088,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,NRG Solar,,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,c) Undecided,Female,62,,,,,Bachelor degree,Yes - pushing us forward in our goal to keep lowering our footprint - and saves us money,Why isn't every new home built using solar?
85340,2091,a) Conventional,,5,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Somewhat negative,Very positive,Neutral,b) Somewhat familiar,,,1,c) More likely to buy,d) Somewhat Likely,Male,35,"$100,000 or more",100,White,,Trade/technical/vocational training,"No, 5K system on average only produces about 3K  / Need a bigger system to offset costs",
85268,2093,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,c) A Little familiar,,1,1,c) More likely to buy,c) Undecided,Female,49,"$100,000 or more",100,White,,Graduate degree,Yes - works great! Lower bills,
85353,2095,b) FHA,,,a) Leased solar,a) Took over payments on the lease,180,Solar City,c) I don't know,Neutral,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Very positive,Very positive,Neutral,e) Never heard of it,,,,b) No influence,c) Undecided,Male,36,"$100,000 or more",100,Black or African American,,Graduate degree,,
85395,2105,d) Cash,,6,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,,1,,a) Less likely to buy,a) Very Unlikely,Male,73,"$100,000 or more",100,White,,Bachelor degree,Don't know as we have only owned the home for several months. ,
85374,2108,c) VA,,,a) Leased solar,a) Took over payments on the lease,99,Sunrun,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Somewhat positive,Very negative,Very negative,Neutral,Somewhat positive,Very negative,Somewhat negative,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,63,"$70,000 â€“ $79,999",70,White,,Bachelor degree,"No, does not eliminate utility bill as was presented at sale of home. We were buying a home not a solar system and were basically forced to assume the solar system attached we are not impressed!",
85351,2122,d) Cash,,4.08,b) Owned solar,c) System is owned,,American Solar Installations,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,2,3,b) No influence,a) Very Unlikely,Female,67,"$70,000 â€“ $79,999",70,White,,"High school graduate, diploma or equivalent (for example: GED)",Haven't owned the home long enough - since we are new to solar we don't know what to expect,
85351,2123,c) VA,,,a) Leased solar,a) Took over payments on the lease,94.36,NRG Solar,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,a) Less likely to buy,a) Very Unlikely,Male,71,,,,,,I didn't have ANY expectations! I resent having to pay $100 per month forever just to have panels on my roof. ,"I would never do it again! I don't drive a PRIUS!!  /  / (Following Addenda - comments added by respondent written over questions - see hard copy of survey)  /  / (Payments question) Will pay this FOREVER!!! / (Matrix question) I almost didn't buy the house because of the SOLAR. LOVE the house more. Solar panels would be $80K if paid outright!! / (Familiar Solar Plus Batteries question) I could care less!! I have survived almost a lifetime before all this CRAP!! / (Battery question 2 - usage matrix) I would NEVER DO THIS: I'M NOT STUPID!! / (Demographics questions circled - income, race, education) NONE OF YOUR BIDNESS!! THIS HAS NOTHING TO DO WITH ""SOLAR"""
85020,2124,b) FHA,,,a) Leased solar,b) Lease was pre-paid,,Sunpower,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,c) A Little familiar,3,1,2,c) More likely to buy,b) Unlikely,Male,35,"$70,000 â€“ $79,999",70,White,,Graduate degree,"Yes.  It is reliable and, over the course of a year, makes our electrical costs nearly 0.","The least was fully paid off, but it was a bit surprising to find out that in order to buy the solar panels from the leasing company, the price would change each year. So if I were to wait until the end of the lease and then buy the panels, it would be several thousand dollars, but if I were to wait till about two thirds of the way through the duration of the lease, it would be about $600. This was a bit surprising, but was not a difference maker in our decision to purchase our home."
85395,2137,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Neutral,Very negative,Somewhat positive,Somewhat positive,Very positive,Very positive,d) Vaguely familiar,,,1,c) More likely to buy,c) Undecided,Male,,,,,,,,
85374,2143,a) Conventional,,3.6,b) Owned solar,c) System is owned,,American Solar,,Neutral,Neutral,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Neutral,b) Somewhat familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,71,"$100,000 or more",100,White,,Graduate degree,Yes - excellent,Good luck with your study 
85249,2148,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,NRG,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,3,2,1,b) No influence,c) Undecided,Male,43,"$100,000 or more",100,White,,Graduate degree,"Overall, I thought our SRP bill would be much less per month. ",
85383,2160,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,,c) I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,1,,,b) No influence,a) Very Unlikely,Male,87,"$50,000 â€“ $59,999",50,White,,Trade/technical/vocational training,,
85044,2168,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,SunPower,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,,1,,b) No influence,c) Undecided,Female,41,"$100,000 or more",100,White,,Graduate degree,Yes lower bills,
85142,2170,d) Cash,,10.045,a) Leased solar,a) Took over payments on the lease,110,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Somewhat positive,Very positive,Neutral,Somewhat negative,Somewhat positive,Very positive,Somewhat negative,Somewhat positive,a) Very familiar,1,2,3,c) More likely to buy,c) Undecided,Male,62,"$70,000 â€“ $79,999",70,White,,Graduate degree,"#1 Yes: the transfer of ownership went smoothly / #2 Unknown: Too soon (1 month) to know the true financial impact
Comments written in on front of paper: Have not seen Full life cycle impact of manufacturing, new materials impact, disposed of etc. It appears the value add is either negative if leased; and fairly neutral somewhat positive if owned. Why people react thus appears to me to because most people are ""innumerate"" and don't understand the cash tradeoffs. This is not a prepaid lease and may not be cash positive. 
","I learned from prior owner that having a ""huge"" lease (cash out price of $2,000) and the inflating monthly payments (2.9%/yr) was a LARGE hurdle to overcome and resulted in potential buyers turning away from the house I have just purchased.  /  / I had a pre-paid lease solar, (Solar City), on my old home so I was more willing to consider it. It is not clear that this current lease with inflating payments will be a financial advantage. I do like the increased independence.  /  / Good luck in your thesis. 
"
85396,2171,a) Conventional,,5.17,a) Leased solar,b) Lease was pre-paid,,NRG Home Solar,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,,1,,a) Less likely to buy,a) Very Unlikely,Male,55,"$100,000 or more",100,White,,Bachelor degree,Yes. Generating level required to offset annual use. ,We would NOT have purchased had this home not had solar. 
85302,2187,b) FHA,,,b) Owned solar,c) System is owned,,,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,c) More likely to buy,c) Undecided,Female,38,"$100,000 or more",100,White,,Graduate degree,,
85383,2202,a) Conventional,,3,a) Leased solar,b) Lease was pre-paid,,Solar City,c) I don't know,Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,,1,,c) More likely to buy,c) Undecided,Male,66,"$100,000 or more",100,White,,Bachelor degree,Yes - lower electric bills,"We would have only purchased a home with pre-paid solar lease. We understand the issues of solar homes vs. the ""grid"" ie. power companies. We also understand that companies like Solar City survive on government subsidies.  /  / (Addendum below written in by respondent on Pre-paid question) / Lease was pre-paid by builder in 2013. That was conveyed to us when we purchased the home in 2015. "
85387,2213,a) Conventional,,5,b) Owned solar,c) System is owned,,American Solar & Roofing,,Somewhat positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Neutral,Very positive,Somewhat negative,Somewhat positive,Neutral,,1,,,b) No influence,,Male,58,"$70,000 â€“ $79,999",70,White,,Some college but no degree,"Yes, lower electric bills",
85383,2217,b) FHA,,8.575,a) Leased solar,a) Took over payments on the lease,114,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,a) Very Unlikely,Male,62,"$100,000 or more",100,White,,Bachelor degree,"Yes, much lower power bills during the summer months.",
85338,2221,c) VA,,,a) Leased solar,b) Lease was pre-paid,,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,c) More likely to buy,d) Somewhat Likely,Female,52,"$100,000 or more",100,White,,Bachelor degree,"Yes, we enjoyed the savings while they were still on the house. Wish they weren't so expensive - we'd like to get some in the future. ","Respondent's write-in from the front of the survey:
Previous owner took them once their new house was ready (5 months)."
85392,2226,b) FHA,,,a) Leased solar,b) Lease was pre-paid,,Solar City,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,c) Undecided,Male,36,"$100,000 or more",100,White,,"High school graduate, diploma or equivalent (for example: GED)",My summer electric bills are much higher than I expected,
85335,2227,c) VA,,,a) Leased solar,a) Took over payments on the lease,71,Solar City,c) I don't know,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat negative,Neutral,Neutral,Very negative,Very negative,Very positive,c) A Little familiar,,,1,b) No influence,b) Unlikely,Male,66,,,White,,Graduate degree,"No, there are many problems with the system and we are spending more for electricity not less!","If I knew the headaches up front, I wouldn't have bought the home. "
85378,2233,a) Conventional,,6.8,b) Owned solar,c) System is owned,,Harmon,,Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,,1,2,3,b) No influence,a) Very Unlikely,Male,67,,,White,,Bachelor degree,Yes. It is large enough to get enough power ahead of our use to (bank with APS) to almost pay for all of summer's A/C use. ,"Still moving in and getting settled, so I havn't taken the time to learn about maintenance, but it seems little is needed - (I hope). "
85396,2243,a) Conventional,,,b) Owned solar,c) System is owned,,Blue Planet,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,47,"$100,000 or more",100,White,,Bachelor degree,"Yes, affordable monthly cost / bills. ",
